time,pair,session,direction,entry,sl,tp,risk_per_unit,dollar_risk,qty,fee_r,ob_h,ob_l,ob_o,ob_c
2026-02-22T02:55:33.544733+00:00,BERA/USDT:USDT,asia,long,0.5679,0.5661,0.5714999999999998,0.0017999999999999128,0.5371492392456159,298.4162440253566,0.1262,0.5678,0.5661,0.5671,0.5669
2026-02-22T03:05:32.500341+00:00,FARTCOIN/USDT:USDT,asia,long,0.18004,0.17909,0.18194000000000002,0.0009500000000000064,0.8866212514252447,933.2855278160408,0.0758,0.18004,0.17909,0.17982,0.1794
2026-02-22T03:05:33.220252+00:00,GALA/USDT:USDT,asia,long,0.003818,0.003808,0.0038380000000000003,1.0000000000000026e-05,0.4400961928444223,44009.61928444212,0.1527,0.003822,0.003808,0.00382,0.003809
2026-02-22T03:25:06.532928+00:00,SNX/USDT:USDT,asia,long,0.3981,0.3963,0.39990000000000003,0.0018000000000000238,0.7517249541251042,417.62497451394125,0.0885,0.3985,0.3963,0.398,0.3968
2026-02-22T03:25:31.515118+00:00,LINK/USDT:USDT,asia,long,8.809,8.792,8.842999999999998,0.01699999999999946,0.3208491928729607,18.87348193370417,0.2073,8.849,8.792,8.845,8.805
2026-02-22T03:35:31.814985+00:00,AXS/USDT:USDT,asia,long,1.3295,1.3253,1.3378999999999999,0.0041999999999999815,0.5529096106442999,131.64514539150056,0.1266,1.3312,1.3253,1.3301,1.3265
2026-02-22T03:45:31.972039+00:00,ENSO/USDT:USDT,asia,short,1.9106,1.9138,1.9042000000000003,0.0031999999999998696,0.294875019419228,92.1484435685125,0.2388,1.9138,1.8872,1.9004,1.9129
2026-02-22T03:55:30.365138+00:00,INJ/USDT:USDT,asia,short,3.645,3.661,3.613,0.016000000000000014,0.7734952540444452,48.343453377777784,0.0911,3.661,3.638,3.648,3.66
2026-02-22T04:10:06.354547+00:00,JUP/USDT:USDT,asia,short,0.15425,0.15446,0.153872,0.00020999999999998797,0.23829317434851147,1134.7294016596434,0.2938,0.15446,0.15402,0.15421,0.15437
2026-02-22T04:10:31.855163+00:00,BIO/USDT:USDT,asia,long,0.02694,0.02678,0.027211999999999993,0.00015999999999999695,1.039536808944301,6497.105055902005,0.0674,0.02715,0.02678,0.02701,0.0268
2026-02-22T04:10:33.434393+00:00,AERO/USDT:USDT,asia,short,0.3202,0.3214,0.3170799999999999,0.0012000000000000344,0.6559600632329983,546.6333860274829,0.1067,0.3214,0.32,0.3201,0.3208
2026-02-22T04:25:33.178192+00:00,ESP/USDT:USDT,asia,short,0.07587,0.07662,0.07414500000000004,0.0007499999999999868,5.659591734875345,7546.1223131672605,0.0405,0.07662,0.07553,0.07562,0.07621
2026-02-22T04:55:33.794168+00:00,AGLD/USDT:USDT,asia,short,0.24313,0.24544,0.23712400000000006,0.0023099999999999787,5.48326957125,2373.7097711039182,0.0421,0.24544,0.24067,0.24093,0.24389
2026-02-22T05:05:31.347792+00:00,AAVE/USDT:USDT,asia,long,119.32,118.86,120.23999999999998,0.45999999999999375,0.5382508294988194,1.170110498910493,0.1038,119.3,118.86,119.21,119.12
2026-02-22T05:15:33.502203+00:00,EUL/USDT:USDT,asia,long,0.978,0.9758,0.9823999999999999,0.0021999999999999797,1.0735710492147141,487.98684055214727,0.1778,0.9796,0.9758,0.9776,0.9758
2026-02-22T05:25:33.504409+00:00,AGLD/USDT:USDT,asia,short,0.24368,0.24677,0.23750000000000004,0.0030899999999999817,1.947131281,630.1395731391624,0.0315,0.24677,0.2436,0.24423,0.24618
2026-02-22T05:25:34.292600+00:00,ESP/USDT:USDT,asia,long,0.07644,0.07611,0.07709999999999999,0.00032999999999999696,1.3597399251805211,4120.424015698587,0.0927,0.0769,0.07611,0.07658,0.0762
2026-02-22T05:35:04.377731+00:00,C98/USDT:USDT,asia,short,0.026192,0.026305,0.025997075,0.00011299999999999852,1.307680038074204,11572.389717470984,0.0927,0.026305,0.026211,0.026261,0.026295
2026-02-22T05:50:33.562768+00:00,HANA/USDT:USDT,asia,long,0.035179,0.034971,0.035532600000000004,0.00020799999999999985,1.5336714796000004,7373.420575000007,0.0677,0.036331,0.034971,0.036308,0.035163
2026-02-22T05:55:32.913346+00:00,IO/USDT:USDT,asia,long,0.11835,0.11799,0.11907,0.0003599999999999992,1.0063339588745228,2795.3721079847915,0.1315,0.11844,0.11799,0.11833,0.11814
2026-02-22T06:15:35.662847+00:00,CLO/USDT:USDT,asia,short,0.0851,0.08554,0.08421999999999998,0.00044000000000000983,0.7524831298000001,1710.1889313635984,0.0774,0.08554,0.08496,0.08506,0.08545
2026-02-22T06:20:33.296601+00:00,DOGE/USDT:USDT,asia,long,0.09704,0.09682,0.09748,0.00021999999999999797,1.0135470971537415,4607.032259789777,0.1764,0.0971,0.09682,0.09707,0.09693
2026-02-22T06:30:35.475640+00:00,ENSO/USDT:USDT,asia,short,2.0245,2.0346,2.0012700000000003,0.010099999999999998,2.1053494937750004,208.4504449282179,0.0802,2.0346,1.9833,2.0047,2.0228
2026-02-22T06:35:32.962656+00:00,INJ/USDT:USDT,asia,long,3.603,3.593,3.6230000000000007,0.010000000000000231,0.7402783902000002,74.02783901999831,0.1441,3.628,3.593,3.617,3.594
2026-02-22T07:00:39.473368+00:00,FLOW/USDT:USDT,asia,long,0.0387,0.03837,0.03935999999999999,0.00032999999999999696,0.7290527920000001,2209.2508848485054,0.0469,0.03853,0.03837,0.03849,0.03841
2026-02-22T07:10:32.933199+00:00,BTR/USDT:USDT,asia,long,0.19416,0.19309,0.19662099999999996,0.0010699999999999876,0.8014406864200002,749.00998730842,0.0726,0.19474,0.19309,0.19381,0.19309
2026-02-22T07:20:33.299292+00:00,KITE/USDT:USDT,asia,short,0.22996,0.23233,0.22450899999999996,0.002370000000000011,0.8143409635900002,343.60378210548373,0.0388,0.23233,0.2231,0.22491,0.23092
2026-02-22T07:35:33.861336+00:00,BEAT/USDT:USDT,asia,long,0.23985,0.23928,0.24099000000000004,0.0005700000000000149,0.7310533915000001,1282.5498096490894,0.1683,0.24089,0.23928,0.23995,0.23938
2026-02-22T07:40:33.285790+00:00,BCH/USDT:USDT,asia,short,581.3,586.4,569.5699999999999,5.100000000000023,0.8004384219700001,0.1569487101901954,0.0456,586.4,580.5,580.6,584.5
2026-02-22T07:50:32.448017+00:00,ENSO/USDT:USDT,asia,short,2.2079,2.254,2.10187,0.04610000000000003,0.7867585171600002,17.066345274620385,0.0192,2.254,2.1463,2.1657,2.2366
2026-02-22T08:10:34.081505+00:00,1000PEPE/USDT:USDT,london,short,0.004098,0.004105,0.004084,7.000000000000062e-06,0.7009167881000001,100130.96972857056,0.2342,0.004105,0.004094,0.004095,0.004102
2026-02-22T08:20:34.201825+00:00,AZTEC/USDT:USDT,london,short,0.032509,0.032669,0.032189000000000016,0.00015999999999999348,0.6764012583345874,4227.507864591344,0.0813,0.032669,0.032093,0.032399,0.032546
2026-02-22T08:40:33.930653+00:00,FIGHT/USDT:USDT,london,short,0.007054,0.007105,0.0069367000000000005,5.099999999999983e-05,0.7788681943900002,15271.925380196133,0.0553,0.007105,0.006887,0.006933,0.007084
2026-02-22T08:55:35.032243+00:00,LYN/USDT:USDT,london,short,0.30589,0.30738,0.30291,0.0014899999999999913,0.6972855435,467.9768748322175,0.0821,0.30738,0.30339,0.3037,0.30635
2026-02-22T09:05:33.698062+00:00,FARTCOIN/USDT:USDT,london,long,0.18026,0.1794,0.18198,0.0008599999999999997,0.6862603221000002,797.9771187209308,0.0838,0.17996,0.1794,0.17969,0.17957
2026-02-22T09:10:31.267240+00:00,BTR/USDT:USDT,london,short,0.19536,0.1963,0.19348,0.0009399999999999964,0.6854701606000002,729.223575106386,0.0831,0.1963,0.1936,0.19396,0.1963
2026-02-22T09:10:32.576175+00:00,DYDX/USDT:USDT,london,short,0.09686,0.09713,0.09623900000000002,0.00026999999999999247,0.6576170743887904,2435.618794032625,0.1435,0.09713,0.09656,0.09678,0.09713
