symbol,strategy,tf,side,entry_price,stop_dist,conviction,grade,source,entry_ts,outcome,pnl_r,exit_ts,ema8_slope,ema21_slope,price_vs_ema8,price_vs_ema21,ema8_21_spread,ema_ribbon_width,atr_pct,atr_expansion,stop_atr_ratio,rsi,rsi_roc,bb_position,bb_width_pct,vol_ratio,vol_trend,body_ratio,upper_wick_ratio,lower_wick_ratio,body_direction,range_5bar_pct,range_20bar_pct,position_in_range,momentum_10,momentum_20,direction_alignment
ETH/USDT:USDT,EMA_RIB,15m,long,1988.76,12.081094,102.5,A+,hunter,2026-02-25T14:56:15.250002+00:00,win,0.6188,2026-02-25T15:01:07.386871+00:00,0.9985,0.8403,1.1578,2.2254,1.0554,0.7232,0.603,1.3501,1.0067,85.97,3.24,1.0017,4.8321,2.8155,1.7465,0.7151,0.2849,0.0,1.0,2.0296,4.6055,0.9038,2.6646,3.8204,1.0
HYPE/USDT:USDT,EMA_RIB,15m,long,28.136,0.225543,92.3,A+,hunter,2026-02-25T15:17:55.129802+00:00,loss,-0.9433,2026-02-25T15:22:44.533455+00:00,1.4696,1.1238,0.5233,1.7745,1.2447,0.8608,0.8038,1.2052,0.9989,69.48,-2.69,0.8378,6.2903,0.0524,1.9906,0.4362,0.5638,0.0,1.0,2.5739,6.1054,0.7592,1.7311,4.4587,3.0
ZEC/USDT:USDT,EMA_RIB,15m,long,247.42,2.479288,85.1,A+,hunter,2026-02-25T15:34:15.916808+00:00,loss,-0.2845,2026-02-25T15:58:42.082097+00:00,1.1266,0.865,0.6216,1.6495,1.0216,0.7062,0.9995,1.3536,1.0032,64.81,-0.18,0.8588,5.5806,0.5109,1.9356,0.2235,0.3118,0.4647,1.0,3.1183,5.4843,0.7876,1.1496,3.5602,3.0
UNI/USDT:USDT,BB_BREAK,1h,long,3.978,0.075352,105.2,A+,hunter,2026-02-25T15:56:04.809145+00:00,win,0.8676,2026-02-25T17:33:24.932520+00:00,5.8748,3.4803,7.219,11.562,4.0506,2.9201,1.8953,1.4595,0.9999,88.38,20.21,1.2074,16.1471,3.9144,2.5407,0.7669,0.1907,0.0424,1.0,12.3491,17.9326,0.9369,14.9133,18.9707,1.0
ETH/USDT:USDT,DONCHIAN,15m,long,2033.25,14.942654,95.5,A+,hunter,2026-02-25T16:23:06.812179+00:00,win,0.5843,2026-02-25T17:00:42.155609+00:00,1.7395,1.3319,1.3687,2.9546,1.5645,1.0524,0.7318,1.4019,1.0034,82.16,3.21,0.9793,6.4991,1.0228,1.3693,0.8883,0.0985,0.0132,1.0,2.4476,5.799,0.9848,3.3845,5.8544,1.0
SOL/USDT:USDT,EMA_RIB,15m,long,87.25,0.678759,102.5,A+,hunter,2026-02-25T16:28:35.294051+00:00,win,0.6084,2026-02-25T17:03:51.473653+00:00,1.5589,1.1398,1.6678,3.0649,1.3742,0.9412,0.7738,1.4048,1.005,82.08,9.63,1.082,5.5291,2.0643,1.1892,0.7152,0.2318,0.053,1.0,2.956,5.5568,0.9278,3.7319,5.182,1.0
ZEC/USDT:USDT,DONCHIAN,15m,long,253.59,2.691115,81.3,A+,hunter,2026-02-25T17:05:58.336345+00:00,win,0.7551,2026-02-25T17:13:09.340260+00:00,1.6301,1.2663,1.1068,2.6456,1.522,1.0213,1.0559,1.2636,1.0059,72.9,9.34,0.9392,6.3635,0.9672,0.892,0.0625,0.5987,0.3388,1.0,2.9405,6.5283,0.89,2.0337,5.3647,1.0
ETH/USDT:USDT,BB_BREAK,1h,long,2059.86,25.849094,95.5,A+,hunter,2026-02-25T17:33:04.975794+00:00,win,2.5606,2026-02-25T21:36:55.410722+00:00,4.1397,2.5596,3.2237,6.1451,2.8302,2.0162,1.2593,1.1856,0.9961,85.66,12.84,1.0635,11.3766,1.9218,1.963,0.4983,0.4222,0.0795,1.0,5.8717,11.0426,0.9454,7.9115,10.7923,1.0
SOL/USDT:USDT,BB_BREAK,1h,long,88.54,1.160306,97.4,A+,hunter,2026-02-25T17:54:48.665239+00:00,win,0.8595,2026-02-25T20:58:20.730258+00:00,3.7146,2.5404,3.3997,6.4991,2.9975,2.068,1.3152,1.1493,0.9966,89.13,11.65,1.073,11.2878,1.6623,1.6268,0.6369,0.2484,0.1146,1.0,6.2472,11.8843,0.9629,7.3751,12.0365,1.0
HYPE/USDT:USDT,DONCHIAN,1h,long,28.814,0.441017,90.4,A+,hunter,2026-02-25T18:16:33.300881+00:00,loss,-0.6023,2026-02-25T20:10:01.999338+00:00,3.3749,1.9694,2.2346,4.3124,2.0324,1.4491,1.5332,1.0996,0.9988,72.72,8.67,1.0247,8.6724,0.2248,1.9485,0.5187,0.291,0.1903,1.0,4.288,7.4789,0.9638,7.5507,6.3867,1.0
SUI/USDT:USDT,DONCHIAN,15m,long,1.0035,0.009624,89.5,A+,hunter,2026-02-25T20:14:12.614238+00:00,win,1.0512,2026-02-25T20:35:12.564104+00:00,1.092,1.4237,1.2175,3.2505,2.0085,1.2354,0.9577,1.2017,1.0013,80.55,-10.11,0.8954,7.5591,1.6336,1.1411,0.3406,0.529,0.1304,1.0,3.1589,7.6731,0.9052,2.9336,7.1314,1.0
HYPE/USDT:USDT,EMA_RIB,15m,long,28.719,0.2427,94.5,A+,hunter,2026-02-25T20:35:34.661589+00:00,loss,-0.7427,2026-02-25T21:12:29.318198+00:00,-0.1038,0.3634,0.2072,0.8298,0.6212,0.2968,0.8451,0.9272,0.9998,62.58,-3.07,0.647,3.6224,0.1156,0.4294,0.8853,0.1147,0.0,1.0,1.0584,4.2022,0.7125,-0.3642,2.6812,-1.0
RIVER/USDT:USDT,TR_PULL,1h,long,9.12,0.342586,84.3,A+,hunter,2026-02-25T21:39:22.625667+00:00,,0.0,,-2.5002,-1.0507,1.3572,0.7197,-0.629,-0.674,3.812,0.9519,0.9854,52.55,-0.27,0.4469,10.4771,0.8172,1.1231,0.7706,0.1778,0.0515,1.0,8.9035,10.9101,0.5829,-3.645,2.3454,-1.0
BCH/USDT:USDT,TR_PULL,15m,long,512.2,3.368946,76.2,A,hunter,2026-02-25T22:06:41.426737+00:00,loss,-1.0575,2026-02-25T22:30:48.219167+00:00,-0.3086,-0.0801,0.0284,0.0517,0.0233,-0.0673,0.6563,0.9555,1.0018,51.51,-0.47,0.3551,1.7108,0.2128,1.5702,0.6429,0.0714,0.2857,1.0,1.7955,2.1663,0.3604,-0.5821,-0.3501,-1.0
SOL/USDT:USDT,EMA_RIB,15m,long,89.26,0.784796,74.6,A,hunter,2026-02-25T22:50:01.976656+00:00,loss,-0.8751,2026-02-25T22:52:21.267889+00:00,-0.1304,0.3936,-0.4093,0.1826,0.5943,0.2616,0.8812,1.1254,0.9997,55.42,-23.28,0.4088,2.3392,0.2013,0.7503,0.575,0.425,0.0,1.0,1.9755,4.6694,0.274,-0.7243,0.7464,-1.0
AVAX/USDT:USDT,EMA_RIB,15m,long,9.613,0.077878,75.4,A,hunter,2026-02-25T23:06:20.758644+00:00,,0.0,,-0.4675,-0.0457,-0.3169,-0.2918,0.0252,-0.0992,0.8225,0.9665,0.9849,51.24,-10.64,0.1198,1.8851,0.2399,0.7615,0.4085,0.0986,0.493,1.0,2.1947,3.1933,0.2769,-0.7023,-1.0193,-1.0
BNB/USDT:USDT,EMA_RIB,15m,long,633.8,3.359755,79.4,A,hunter,2026-02-25T23:11:48.343183+00:00,loss,-1.1512,2026-02-25T23:30:15.110012+00:00,0.0477,0.2279,0.1515,0.4836,0.3316,0.1584,0.5299,1.1434,1.0003,60.65,-10.22,0.7,1.2105,2.1784,1.1435,0.3462,0.2692,0.3846,1.0,1.4671,2.0192,0.4531,0.3324,0.0158,3.0
XRP/USDT:USDT,TR_PULL,15m,long,1.4257,0.012168,78.5,A,hunter,2026-02-25T23:51:03.514963+00:00,,0.0,,-1.6705,-0.6531,-1.135,-1.6955,-0.567,-0.5335,0.8681,1.1552,0.9815,37.95,-11.86,-0.0107,4.2756,0.3628,1.0535,0.7975,0.038,0.1646,1.0,2.9828,5.2374,0.1297,-3.5261,-2.3453,-1.0
SOL/USDT:USDT,BB_FADE,15m,long,87.95,0.850772,80.0,A+,hunter,2026-02-25T23:56:34.720143+00:00,win,0.8981,2026-02-26T00:19:24.024036+00:00,-1.1549,-0.2834,-0.685,-0.8179,-0.1339,-0.2624,0.9708,1.1659,0.9967,45.98,-7.65,0.0867,3.388,0.8944,0.8503,0.8462,0.0549,0.0989,1.0,2.5591,5.7666,0.1736,-2.8079,-0.8682,-1.0
ZEC/USDT:USDT,BB_FADE,15m,long,244.93,2.846048,79.1,A,hunter,2026-02-26T00:13:01.586024+00:00,loss,-0.2017,2026-02-26T00:37:40.517397+00:00,-2.3287,-1.1127,-1.3452,-2.4405,-1.1103,-0.9421,1.166,1.1003,0.996,33.67,-12.53,0.016,6.9052,1.0948,1.3484,0.3856,0.1503,0.4641,1.0,4.3255,7.8144,0.1405,-4.6348,-4.0861,-1.0
ETH/USDT:USDT,TR_PULL,15m,long,2066.5,18.590305,82.4,A+,hunter,2026-02-26T00:18:28.409726+00:00,loss,-0.678,2026-02-26T00:39:16.506102+00:00,-0.8988,-0.2334,-0.0002,0.0181,0.0183,-0.1164,0.904,1.1103,0.9943,52.54,-5.86,0.3983,3.4236,0.1646,0.8964,0.8338,0.1113,0.055,1.0,2.303,5.5874,0.3009,-1.9443,0.1239,-1.0
SOL/USDT:USDT,TR_PULL,15m,long,89.01,0.851355,78.0,A,hunter,2026-02-26T00:29:29.841620+00:00,loss,-1.0713,2026-02-26T00:41:22.680697+00:00,-0.7753,-0.2639,0.4153,0.401,-0.0143,-0.1339,0.961,1.1351,0.995,54.71,-0.71,0.4583,3.3279,0.8402,0.9443,0.6515,0.303,0.0455,1.0,2.4598,5.6947,0.3925,-1.4064,-0.0337,-1.0
AVAX/USDT:USDT,EMA_RIB,1h,long,9.576,0.166125,76.9,A,hunter,2026-02-26T00:35:04.682785+00:00,loss,-1.0348,2026-02-26T05:16:54.780559+00:00,0.4943,2.0498,0.0122,2.9811,2.9685,1.7641,1.7338,1.2373,1.0006,68.0,-13.92,0.6652,19.499,0.6484,0.7941,0.391,0.3654,0.2436,1.0,4.3964,14.9123,0.8179,0.4827,13.0979,3.0
HYPE/USDT:USDT,EMA_RIB,1h,long,28.392,0.506763,78.4,A,hunter,2026-02-26T00:45:54.988326+00:00,loss,-0.6272,2026-02-26T01:53:44.078057+00:00,0.1381,0.9511,0.1614,1.4972,1.3337,0.788,1.7816,1.2039,1.002,58.99,-13.22,0.6795,10.5967,0.9988,1.0717,0.7434,0.0678,0.1888,1.0,4.9671,8.2608,0.7087,1.48,5.5083,3.0
PIPPIN/USDT:USDT,BB_FADE,15m,long,0.73622,0.013138,72.3,A,hunter,2026-02-26T00:51:22.668218+00:00,loss,-0.2616,2026-02-26T01:28:24.912820+00:00,-1.1433,-0.504,-0.6977,-1.1339,-0.4392,-0.3816,1.7809,0.8352,1.0005,43.58,-3.48,0.1412,4.0722,0.7673,0.9629,0.1873,0.383,0.4298,1.0,2.8291,4.8933,0.1826,-1.6356,-3.0989,-1.0
UNI/USDT:USDT,TR_PULL,15m,long,4.022,0.057322,75.8,A,hunter,2026-02-26T00:56:55.148755+00:00,loss,-0.6641,2026-02-26T01:45:13.234431+00:00,-0.7078,-0.2622,-0.6014,-0.8353,-0.2354,-0.3406,1.4474,1.1045,0.9847,47.52,3.72,0.2385,5.4957,0.4176,0.8666,0.625,0.0833,0.2917,1.0,2.7101,7.8817,0.1388,-2.5442,-0.8871,-1.0
ESP/USDT:USDT,BB_FADE,15m,long,0.15141,0.003346,77.1,A,portfolio,2026-02-26T01:15:04.146139+00:00,loss,-0.5702,2026-02-26T01:34:53.764996+00:00,-2.4469,-0.9195,-1.4121,-2.1162,-0.7142,-0.5919,2.2036,1.149,1.0029,41.16,-16.94,0.1397,6.5589,1.1821,1.296,0.136,0.2693,0.5947,1.0,6.7235,11.6769,0.155,-3.7444,-1.6818,-1.0
NEAR/USDT:USDT,TR_PULL,15m,long,1.1732,0.016594,74.9,A,hunter,2026-02-26T01:50:38.932776+00:00,loss,-0.9626,2026-02-26T02:37:57.838360+00:00,-0.6132,-0.4968,-0.0493,-0.6228,-0.5738,-0.5451,1.4246,0.9163,0.9935,47.46,4.81,0.3031,9.0644,0.17,0.4256,0.7872,0.0851,0.1277,1.0,2.3456,9.0413,0.166,0.3338,-4.4577,1.0
ETH/USDT:USDT,PIN_BAR,15m,long,2059.08,16.881528,69.5,A,hunter,2026-02-26T01:56:08.113068+00:00,loss,-1.0714,2026-02-26T02:11:29.198034+00:00,-0.2347,-0.1417,-0.0288,-0.1744,-0.1456,-0.1685,0.8299,0.941,0.9874,49.76,1.26,0.3322,3.6983,0.317,0.2756,0.3736,0.0,0.6264,1.0,0.8723,5.6093,0.2312,0.9126,-0.5369,1.0
SOL/USDT:USDT,TR_PULL,15m,long,87.98,0.755353,77.1,A,hunter,2026-02-26T02:17:47.012729+00:00,win,0.833,2026-02-26T04:44:08.718238+00:00,-0.4157,-0.1946,-0.1829,-0.3947,-0.2122,-0.2044,0.8812,0.9438,0.9725,48.13,-6.67,0.3038,3.64,0.1333,0.3961,0.9649,0.0175,0.0175,1.0,1.7357,5.7516,0.2189,-0.5079,-2.5536,-1.0
XRP/USDT:USDT,EMA_RIB,1h,long,1.4305,0.02104,73.9,A,hunter,2026-02-26T02:50:39.480377+00:00,,0.0,,-1.0007,0.4507,-0.6001,0.4249,1.0312,0.5073,1.4738,1.206,0.9978,55.09,-25.62,0.529,9.9233,0.4729,0.8736,0.4398,0.2169,0.3434,1.0,4.8854,9.4702,0.5387,-2.3878,4.8052,-1.0
UNI/USDT:USDT,EMA_RIB,1h,long,4.035,0.089206,78.0,A,hunter,2026-02-26T02:50:45.505474+00:00,,0.0,,0.5653,2.4922,0.42,4.0876,3.6522,2.1483,2.2059,1.2706,1.0017,71.35,-14.58,0.6826,22.5674,0.333,1.0533,0.6857,0.2,0.1143,1.0,7.8524,20.9066,0.6943,-0.591,15.5079,-1.0
ETH/USDT:USDT,EMA_RIB,1h,long,2074.81,29.463927,80.1,A+,hunter,2026-02-26T04:48:02.453366+00:00,,0.0,,0.118,1.1585,0.6935,2.5829,1.8765,1.0605,1.4175,1.1243,1.0018,71.79,1.38,0.6984,11.4478,0.4061,0.4293,0.6719,0.2446,0.0834,1.0,2.1307,11.6801,0.6942,0.2193,8.3776,1.0
ZEC/USDT:USDT,EMA_RIB,15m,long,251.31,2.759018,77.7,A,hunter,2026-02-26T06:09:08.980241+00:00,loss,-1.0312,2026-02-26T06:15:08.661707+00:00,-0.586,-0.0305,-0.1594,-0.0611,0.0984,0.0604,1.0952,1.04,1.0026,49.95,-12.5,0.5195,3.9603,0.7868,1.3231,0.8162,0.0362,0.1476,1.0,3.009,4.3144,0.4576,-0.499,0.9036,-1.0
ETH/USDT:USDT,EMA_RIB,15m,long,2064.26,11.646756,82.8,A+,hunter,2026-02-26T06:52:23.199179+00:00,loss,-1.1359,2026-02-26T07:51:58.997065+00:00,0.047,0.0595,0.046,0.1094,0.0634,0.057,0.5602,0.836,1.0065,51.65,0.22,0.6618,1.7502,0.5745,0.7535,0.6457,0.0616,0.2927,1.0,0.8206,2.1403,0.6148,-0.4521,1.186,1.0
XAUT/USDT:USDT,BB_FADE,15m,long,5160.3,15.4809,83.3,A+,hunter,2026-02-26T07:56:33.221328+00:00,loss,-0.9754,2026-02-26T08:29:46.313742+00:00,-0.1078,-0.0339,-0.0102,-0.0238,-0.0136,-0.0195,0.1494,0.8948,2.0082,47.0,-4.94,0.2997,0.3416,4.0493,1.4021,0.2589,0.1875,0.5536,1.0,0.3023,0.4321,0.4081,-0.1818,0.0174,-1.0
HYPE/USDT:USDT,TR_PULL,15m,long,28.221,0.197418,76.3,A,hunter,2026-02-26T08:39:25.753794+00:00,win,0.6572,2026-02-26T09:09:00.918452+00:00,-0.2043,-0.0206,-0.0155,0.0354,0.0509,0.0356,0.7019,0.888,0.9961,50.29,-6.54,0.5395,1.4446,1.5429,1.0366,0.1508,0.1349,0.7143,1.0,1.3104,2.0719,0.4222,-0.1238,0.7098,-1.0
BCH/USDT:USDT,BB_FADE,15m,long,499.7,2.384535,74.0,A,hunter,2026-02-26T09:11:29.039113+00:00,win,0.4801,2026-02-26T09:14:55.549953+00:00,-0.3067,-0.1199,-0.0592,-0.1676,-0.1085,-0.084,0.4825,0.8171,0.9892,45.71,-3.21,0.2331,1.0238,0.5467,1.0591,0.8696,0.087,0.0435,1.0,1.1209,1.6813,0.2976,-0.3987,0.02,-1.0
SOL/USDT:USDT,EMA_RIB,1h,long,88.18,1.200796,80.8,A+,hunter,2026-02-26T09:16:51.442456+00:00,,0.0,,-0.5543,0.4276,0.3396,1.2931,0.9502,0.3714,1.3578,0.9788,1.0037,63.14,-7.87,0.5065,4.7324,0.3551,0.4205,0.5667,0.3667,0.0667,1.0,1.7478,9.4768,0.521,-0.5081,2.9322,-1.0
HYPE/USDT:USDT,DONCHIAN,15m,long,28.971,0.222586,82.3,A+,hunter,2026-02-26T09:37:22.465426+00:00,win,1.1977,2026-02-26T09:45:55.772949+00:00,1.1309,0.5306,1.4635,2.1243,0.6513,0.5059,0.7736,1.0184,0.993,68.95,19.11,1.1968,3.2425,0.6633,1.7817,0.7285,0.0795,0.1921,1.0,3.1679,3.4164,0.9879,1.8989,2.697,3.0
SUI/USDT:USDT,EMA_RIB,1h,long,0.965,0.01586,81.5,A+,hunter,2026-02-26T09:37:26.173473+00:00,,0.0,,-0.947,0.1559,0.5268,1.2343,0.7038,0.1931,1.6389,0.986,1.0025,59.0,-3.16,0.4428,8.2164,0.4751,0.492,0.8917,0.0127,0.0955,1.0,2.1651,11.872,0.4703,-0.1345,2.8556,-1.0
NEAR/USDT:USDT,EMA_RIB,1h,long,1.1404,0.021992,78.4,A,hunter,2026-02-26T09:37:30.493505+00:00,,0.0,,-1.7521,0.1984,-0.3084,0.7187,1.0302,0.2515,1.9268,0.9499,1.0011,57.27,-5.94,0.369,12.4091,0.3599,0.4821,0.8217,0.1318,0.0465,1.0,2.596,17.0058,0.378,-2.2797,4.4235,-1.0
AVAX/USDT:USDT,EMA_RIB,1h,long,9.369,0.128753,77.1,A,hunter,2026-02-26T09:37:33.861600+00:00,,0.0,,-1.1795,0.026,-0.2763,0.2109,0.4886,0.0123,1.3713,0.864,1.0018,55.46,-8.73,0.2152,6.0216,0.3211,0.5885,0.5909,0.3295,0.0795,1.0,2.0807,5.6125,0.1179,-1.5236,-1.0975,-1.0
BARD/USDT:USDT,EMA_RIB,1h,long,0.8822,0.026547,81.7,A+,hunter,2026-02-26T09:37:36.543694+00:00,loss,-0.9616,2026-02-26T10:06:50.720561+00:00,3.0319,2.7309,3.2799,6.7612,3.3708,2.2702,3.0056,1.5524,1.0018,78.52,5.03,0.9284,16.992,0.224,0.5846,0.6827,0.272,0.0453,1.0,6.7256,14.3927,0.9243,9.1889,15.1947,1.0
BCH/USDT:USDT,IB_BREAK,15m,long,501.0,2.576306,76.9,A,hunter,2026-02-26T11:10:16.175877+00:00,,0.0,,-0.2838,-0.1286,0.2954,0.2255,-0.0697,-0.0706,0.5191,0.9794,0.9909,51.68,-2.08,0.5861,1.3569,0.593,1.0121,0.9375,0.0313,0.0312,1.0,1.2378,1.4174,0.662,0.6632,-0.02,1.0
HYPE/USDT:USDT,TR_PULL,15m,long,28.581,0.254961,76.1,A,hunter,2026-02-26T11:31:51.074067+00:00,,0.0,,-0.515,0.2177,-0.6191,-0.182,0.4398,0.2298,0.8956,1.1061,0.9952,50.17,-18.44,0.4818,5.5269,0.0678,1.2562,0.5517,0.431,0.0172,1.0,2.9296,4.5831,0.4066,-0.911,1.5334,-1.0
XRP/USDT:USDT,TR_PULL,15m,long,1.4409,0.007383,82.7,A+,hunter,2026-02-26T11:37:18.674415+00:00,,0.0,,-0.24,-0.0327,-0.1264,-0.1144,0.012,-0.0129,0.5152,0.8992,0.9941,48.15,-10.14,0.4713,1.5238,0.2045,0.8533,0.9118,0.0588,0.0294,1.0,1.1586,1.8246,0.4449,-0.0347,-0.1593,-1.0
FARTCOIN/USDT:USDT,TR_PULL,15m,long,0.17001,0.002086,80.7,A+,hunter,2026-02-26T11:37:22.833602+00:00,,0.0,,-1.1904,-0.497,-0.1207,-0.4044,-0.2839,-0.2706,1.2271,1.0355,1.0003,46.84,-10.44,0.2612,3.0718,0.1687,1.6822,0.7222,0.1806,0.0972,1.0,4.412,5.1415,0.5389,-0.6545,-0.4742,-1.0
ETH/USDT:USDT,TR_PULL,15m,long,2057.3,8.854378,81.8,A+,hunter,2026-02-26T12:01:00.887509+00:00,win,0.5221,2026-02-26T12:28:10.326513+00:00,-0.2914,-0.0902,-0.126,-0.1726,-0.0467,-0.0517,0.429,0.8525,1.0027,46.53,-4.53,0.4068,1.5501,0.0343,0.5957,0.8038,0.0,0.1962,1.0,0.6851,1.9847,0.3655,-0.7604,-0.2148,-1.0
BTC/USDT:USDT,TR_PULL,15m,long,68178.2,229.425261,79.2,A,hunter,2026-02-26T12:12:00.479372+00:00,,0.0,,-0.1868,-0.0597,0.0373,0.0055,-0.0318,-0.0309,0.3341,0.903,1.0068,50.4,-0.9,0.5492,1.1611,0.8162,0.8219,0.8786,0.0023,0.1191,1.0,0.6169,1.4052,0.4778,-0.5028,0.0841,-1.0
HYPE/USDT:USDT,IB_BREAK,15m,long,28.57,0.236389,80.1,A+,hunter,2026-02-26T12:41:42.598354+00:00,,0.0,,-0.8699,-0.2467,-0.1131,-0.1502,-0.0372,-0.111,0.8284,0.9954,0.9995,49.64,0.36,0.4295,5.2455,0.4704,0.5474,0.6341,0.3659,0.0,1.0,1.2644,4.5918,0.3654,-2.226,1.1156,-1.0
BARD/USDT:USDT,EMA_RIB,1h,long,0.8903,0.029823,76.9,A,hunter,2026-02-26T23:47:00.130878+00:00,win,1.4535,2026-02-27T00:07:17.706049+00:00,2.2474,1.8549,1.9595,3.9813,1.9829,1.2139,3.3369,1.1449,1.0027,63.46,-3.02,0.9556,7.2916,0.3219,0.9108,0.7862,0.1711,0.0428,1.0,12.981,15.5167,0.4317,5.2054,4.7479,3.0
AAVE/USDT:USDT,IB_BREAK,15m,long,114.85,0.723523,77.3,A,hunter,2026-02-27T00:08:39.898525+00:00,loss,-1.1234,2026-02-27T00:37:42.765962+00:00,-0.0469,0.1009,0.2875,0.5081,0.22,0.1427,0.6305,0.7747,0.999,56.43,-0.93,0.7587,1.7144,0.3821,0.3083,0.6364,0.0909,0.2727,1.0,0.7226,2.7248,0.607,0.4021,1.5201,1.0
KITE/USDT:USDT,BB_FADE,15m,long,0.25468,0.003572,77.1,A,hunter,2026-02-27T00:14:09.041854+00:00,,0.0,,-1.3062,-0.9197,0.2024,-0.7869,-0.9873,-0.6733,1.4067,0.875,0.9943,42.49,-0.3,0.3356,4.9884,1.9285,1.1118,0.7633,0.0227,0.214,1.0,3.2736,6.8721,0.294,-0.1212,-3.9022,-1.0
MYX/USDT:USDT,EMA_RIB,15m,long,0.5437,0.02658,82.7,A+,hunter,2026-02-27T00:52:03.559766+00:00,loss,-0.9307,2026-02-27T01:07:37.176841+00:00,4.1241,3.3178,7.4964,12.1659,4.3439,2.8614,4.8875,1.0155,1.0001,66.92,10.92,1.0755,21.3611,0.895,1.2084,0.7734,0.0421,0.1846,1.0,12.7437,21.3682,0.9845,14.052,17.1478,3.0
XAUT/USDT:USDT,BB_FADE,15m,long,5156.2,15.4686,75.3,A,hunter,2026-02-27T00:57:26.281791+00:00,win,0.0163,2026-02-27T02:36:52.898933+00:00,-0.0458,-0.0151,-0.0758,-0.0951,-0.0193,-0.0217,0.1659,0.9512,1.8081,44.78,-5.72,0.1346,0.4288,2.5854,1.4046,0.4,0.1833,0.4167,1.0,0.4383,0.5236,0.2741,-0.0233,-0.3151,-1.0
POWER/USDT:USDT,TR_PULL,15m,long,1.93113,0.089642,78.1,A,hunter,2026-02-27T03:12:50.183516+00:00,,0.0,,-0.4059,0.6525,0.9681,2.3255,1.3445,0.9332,4.6454,0.8456,0.9923,53.11,-0.61,0.672,17.8005,1.537,0.7214,0.3826,0.0,0.6174,1.0,5.3479,21.7087,0.5809,0.1127,13.9163,1.0
PIPPIN/USDT:USDT,BB_BREAK,15m,short,0.73461,0.012871,88.7,A+,hunter,2026-02-27T07:29:23.229978+00:00,win,1.6181,2026-02-27T08:12:13.869315+00:00,-2.7592,-1.9193,-3.2788,-5.6625,-2.4645,-1.7128,1.7149,1.0344,1.0184,23.07,-5.64,-0.0769,11.6336,3.8342,1.9191,0.7446,0.1186,0.1369,-1.0,6.5386,12.069,0.0361,-6.5645,-8.9054,1.0
PIPPIN/USDT:USDT,BB_BREAK,15m,short,0.6955,0.014162,81.2,A+,hunter,2026-02-27T08:23:38.581850+00:00,win,1.2372,2026-02-27T08:30:48.124014+00:00,-4.9928,-3.233,-4.6695,-8.414,-3.928,-2.7702,2.0055,1.1516,1.0137,15.16,-12.79,-0.0567,18.415,2.3932,2.1029,0.5786,0.0468,0.3745,-1.0,9.44,18.8427,0.039,-9.3652,-14.181,1.0
BARD/USDT:USDT,BB_FADE,15m,short,0.8631,0.009293,78.0,A,hunter,2026-02-27T08:40:07.460826+00:00,loss,-1.0674,2026-02-27T10:01:42.421950+00:00,0.1289,0.0028,-0.0339,-0.0171,0.0168,0.0433,1.1032,0.8269,0.9745,47.95,3.85,0.5143,2.022,1.0979,0.8723,0.4815,0.3056,0.213,-1.0,2.0245,3.2045,0.3285,0.0231,0.4532,-1.0
XAUT/USDT:USDT,PIN_BAR,15m,short,5164.2,15.4926,76.7,A,hunter,2026-02-27T08:50:59.777317+00:00,loss,-8.3538,2026-02-27T11:56:44.054669+00:00,-0.0625,-0.038,-0.0075,-0.0394,-0.0319,-0.0258,0.1196,0.9438,2.5086,46.41,1.26,0.3261,0.4275,2.0548,1.0893,0.16,0.78,0.06,-1.0,0.1859,0.4221,0.2294,-0.1971,-0.0658,3.0
PIPPIN/USDT:USDT,BB_BREAK,1h,short,0.70105,0.034689,87.0,A+,hunter,2026-02-27T08:56:27.485464+00:00,win,0.2362,2026-02-27T09:13:10.455064+00:00,-6.5606,-3.2522,-7.79,-11.1808,-3.6772,-2.9956,4.9272,0.9412,1.003,25.67,-20.51,-0.1128,26.0205,3.8771,1.4608,0.454,0.0096,0.5364,-1.0,20.1177,34.5566,0.1497,-13.2146,-18.2378,1.0
ZEC/USDT:USDT,EMA_RIB,15m,short,237.08,1.486937,90.8,A+,hunter,2026-02-27T09:39:38.881204+00:00,win,1.7319,2026-02-27T10:16:07.557641+00:00,-0.1833,-0.1552,-0.6878,-0.9436,-0.2575,-0.1995,0.619,1.0568,1.0132,38.62,-7.63,0.0768,2.8101,3.1174,1.4627,0.6349,0.1151,0.25,-1.0,1.6197,3.1593,0.0841,-0.3363,-2.1503,3.0
ZEC/USDT:USDT,EMA_RIB,15m,short,226.14,1.945361,75.6,A,hunter,2026-02-27T13:23:01.732213+00:00,win,1.0711,2026-02-27T14:29:50.365449+00:00,-1.0514,-1.2377,-0.4891,-2.0891,-1.6079,-1.0666,0.8649,1.1533,0.9953,30.67,8.15,0.2306,9.5845,0.6948,0.5528,0.6531,0.3316,0.0153,-1.0,1.4426,7.1555,0.115,-3.017,-5.4635,3.0
AAVE/USDT:USDT,EMA_RIB,15m,short,114.44,0.993781,86.8,A+,hunter,2026-02-27T13:39:18.393974+00:00,loss,-1.0414,2026-02-27T13:48:00.080409+00:00,-1.144,-0.8661,-0.9891,-1.9963,-1.0172,-0.7667,0.8666,1.1043,1.0009,31.56,-2.16,0.1194,7.133,2.1301,1.208,0.5814,0.0,0.4186,-1.0,2.1644,6.5456,0.072,-2.9805,-5.3762,3.0
